"make"	"address"	"all"	"X3d"	"our"	"over"	"remove"	"internet"	"order"	"mail"	"receive"	"will"	"people"	"report"	"addresses"	"free"	"business"	"email"	"you"	"credit"	"your"	"font"	"X000"	"money"	"hp"	"hpl"	"george"	"X650"	"lab"	"labs"	"telnet"	"X857"	"data"	"X415"	"X85"	"technology"	"X1999"	"parts"	"pm"	"direct"	"cs"	"meeting"	"original"	"project"	"re"	"edu"	"table"	"conference"	"semicol"	"paren"	"bracket"	"bang"	"dollar"	"pound"	"cap_avg"	"cap_long"	"cap_total"	"Class"
0	0	0	0	0.47	0	1.41	0	0	0	0.47	0.47	0	0	0	0.47	0	1.88	1.41	0.47	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0.288	0	3.745	54	191	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	4.76	0	4.76	0	0	4.76	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.375	11	38	"spam"
0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	3.178	62	89	"spam"
0	0.65	0.98	0	0.32	0	0	0	0	0	0	0.65	0	0	0	0.32	0	1.3	2.61	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0.053	0	0.477	0	0	4.273	121	312	"spam"
0.17	0	0.08	0	0.42	0.08	0.08	0.42	0.08	0.08	0	0.6	0.17	0.17	0	0	0.17	0.08	1.2	0	3.17	0	0.34	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0.027	0.095	0.013	0	4.07	48	574	"spam"
0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0.24	0	0	0.48	0	0	0	0	0	0	0	0	0	0	0.186	0	0	0	0	2.823	38	240	"spam"
0.1	0	0.43	0	0.1	0.1	0.1	0.53	0.1	0	0	0.64	0	0.32	0	0	0.1	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0.016	0.065	0	1.901	29	329	"spam"
1.18	0.39	0.59	0	0	0.98	0.19	0.19	1.38	0.39	0	0.98	0	0.19	0	0.98	0	0	2.56	0.39	1.38	0	0	1.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238	0	0.766	0.317	0.026	6.652	76	632	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	"ham"
0.44	0	0.88	0	0.44	1.32	0	0	0	0	0	0	0	0	0	0	0	0.44	1.76	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0.444	0.37	0	2.413	16	140	"spam"
0.43	0	0.87	0	0.87	0	0.87	0	0	0	0	0.43	0	0	0	0	0.43	0.43	4.38	0	1.31	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0.145	0	1.021	0.218	0	3.35	59	134	"spam"
0	0	0	0	0	0	4.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	9	18	"spam"
0.52	1.31	0.26	0	2.9	0.26	0.79	0.26	0	0.79	1.05	1.58	0.79	0	0	0	0	1.31	3.16	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138	0	0.046	0	0	2.934	60	135	"spam"
0	0.55	0.55	0	1.11	0.55	2.23	0	0	0.55	0	0.55	0	0	0	0	0	0.55	3.35	0	1.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0.159	0	0.479	0	0.079	16.739	147	385	"spam"
0	0	0.32	0	0.65	0.65	0.32	0.32	0	0	0	0.32	0.32	0	0	0.32	0.32	0	2.28	0	3.25	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0.104	0	0	0.157	0.052	1.537	10	143	"spam"
0.08	0.08	0.76	0	0.85	1.02	0.25	0.17	0.59	0.08	0.17	0.59	0.17	0	2.21	0.25	0.08	0.93	1.61	0.17	0.42	0	0.85	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.17	0.08	0.08	0.08	0	0	0	0.063	0	0.394	0.114	0.012	7.54	669	1410	"spam"
2.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277	0	0	3.2	13	48	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833	0	0	1.375	3	11	"spam"
0	0	0	0	1.21	0	0	0.6	0	0.6	1.21	0	0	0	0	1.82	0	0	4.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0.193	0	0	1.861	26	67	"spam"
0.16	0	0.32	0	1.3	0.65	0	0.65	0	0	0	0.16	0	0	0.16	0.32	1.63	2.45	1.79	0	1.14	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0.027	0	0.622	0.027	0	1.25	12	165	"spam"
0	0	0.8	0	1.44	0.16	0.16	0	0	0	0	0.64	0.8	0	0	0	0.16	0.16	1.6	0	0.47	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0.299	0.174	0	1.891	24	174	"spam"
0	0	0	0	0	0	0	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04	0	0	0	0	0.198	0	0.198	0.198	0	3.857	25	81	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61	0	0	0	0	0	1.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714	0	0	0.238	0	0	4.333	11	104	"spam"
0	0	1.2	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0.666	1.111	0.222	0	0	2.826	8	65	"ham"
0	0	0	0	1.56	0	1.56	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.767	0.255	0	8.083	81	97	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96	0	0	0.98	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173	0	0.173	0	0	1.787	7	59	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	"ham"
1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31	1.31	0	0	0	0	0	0	0	0	1.25	3	30	"ham"
0	0	0.57	0.57	0	0	0	0.28	0	0	0	0	0.28	0	0	0	0.28	0.57	2.89	0.86	1.73	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461	0	1.385	0	0.046	3.535	64	396	"spam"
0	0	0	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38	0	0	4.76	0	0	0	0	0	0	0	0	0	0	0	0	2.111	6	19	"ham"
0.08	0.08	0.76	0	0.85	1.02	0.25	0.17	0.59	0.08	0.17	0.59	0.17	0	2.21	0.25	0.08	0.93	1.61	0.17	0.42	0	0.85	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.17	0.08	0.08	0.08	0	0	0	0.065	0	0.408	0.118	0.013	7.55	669	1412	"spam"
0	1.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85	0	0	0	0	0	0	0	0	0	1.736	8	33	"ham"
0	0	0	0	0	0	1.04	0	0	0	0	1.04	0	0	0	0	1.04	0	3.66	0	2.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0.248	0	0.621	0.062	0.062	3.902	59	160	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153	0	0	0	0	3.8	23	38	"spam"
0	0.42	1.68	0	0.42	0	0	0	0	0	0	0.42	0	0	0	0.42	0	0.84	2.1	0	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0.066	0	0.669	0	0	3.837	121	284	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	0	0	0	0	0	1.29	6.49	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.19	0	0	1.857	4	26	"ham"
0	0	0.48	0	0.32	0.16	0	0	0.32	0	0	0	0.16	0	0	0	0	0	2.26	0	0.48	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.16	0	0	0	0.086	0	0.057	0	0	1.698	51	158	"ham"
0	0	1.31	0	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	1.31	0	5.26	0	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199	0	4.818	25	53	"spam"
0.33	0.84	0.67	0	0.67	0.33	0.67	0	0.33	0	0.16	0.84	0.16	0	0	0.67	0	0.5	3.03	0.33	2.18	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183	0	0.156	0.104	0.026	6.5	525	858	"spam"
0	0	1.14	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	0	2.29	0	2.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197	0	0	0	0	1.227	6	27	"spam"
0.12	0.19	0.7	0	0.44	0	0.06	0	0.57	0.5	0.25	0.95	0.06	0	0.19	0	0.06	0	3.82	0.19	2.48	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0.102	0	0.133	0.041	0.143	3.29	74	1030	"spam"
0.09	0.49	0.59	0	0.39	0.19	0	0	0.09	0.39	0	1.57	0.19	0	0	0	0.09	0	3.74	0.09	1.08	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.765	0.037	0	5.828	1.308	0	6.047	54	768	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	4.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176	0	0.706	0	0	8.411	55	143	"spam"
0.85	0	0	0	0.85	0	0	0	0	0	0	0.85	0.42	0	0	1.28	0	0	3.86	0	0.85	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0.535	0.133	0	11.592	110	313	"spam"
0	0	0.6	0	0	0.6	0	0	0.6	0	0	1.81	0	0	0	0.3	0	0	2.72	0	1.21	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0.047	0.19	0.142	0	2.03	31	199	"spam"
0	0	0.48	0	0.72	0.48	0	0	0.24	0	0.48	0.24	0	0	0	0.48	0	0.24	1.21	0	1.45	0	0.48	0.24	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0.24	0	0	0.24	0	0	0	0	0.24	0	0.036	0	0.036	0.184	0	2.276	66	255	"spam"
0	0	0	0	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55	0	0.77	0	0	0.77	0	0	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55	0.77	0	0	0	0.49	0	0.196	0	0	3.16	10	79	"ham"
0	0	0	0	1.21	0	0	0	0	0	0	0	0	0	0	2.43	0	0	3.65	0	1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	31	"spam"
0	0.02	0.05	0	0.02	0	0	0.05	0	0.35	0	0.02	0	0	0	0.05	0.1	0.38	0.07	0.2	0.17	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.107	0.017	0.017	3.922	489	3271	"spam"
0.58	0	0.19	0	1.75	0.39	0.58	0	0	0.19	0.39	0.78	0.39	0	0	0.58	0.58	0.58	4.29	0	0.39	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0.271	0	0.067	0.135	0	3.015	21	190	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.888	5	17	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33	0	0	0	0	0.208	0	0.417	0.208	0	3.812	16	61	"spam"
0	0	0	0	0	0	0	0	0	0.79	0	0.79	0	0	0	0	0	0.79	1.58	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0	0	1.58	0	0	0	0.135	0.405	0	0.27	0	0	1.608	13	37	"ham"
0.27	0	0.41	0	0	0	0.13	0.13	0	0	0	0.41	0	0	0	0	0	0.41	0.69	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133	0	0	0	0	1.531	20	144	"spam"
0	0.63	0	0	1.59	0.31	0	0	0.31	0	0	0.63	0	0	1.27	0.63	0.31	3.18	2.22	0	1.91	0	0.31	0.63	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	0.278	0	0.055	0.501	0	3.509	91	186	"spam"
0	1.96	0.98	0	0	0	1.96	0	0	0	0	0	0	0	0	0.98	0	0	0.98	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0.168	0	1.011	0	0	2.888	12	52	"spam"
0.09	0	0.09	0	0.39	0.09	0.09	0	0.19	0.29	0.39	0.48	0	0.58	0	0.87	0.19	0	1.66	4.1	1.66	0	0.39	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0	0.318	0.151	0	6.813	494	1458	"spam"
0	0	0.32	0	0.64	0.64	0.32	0.32	0	0	0	0.32	0.32	0	0	0.32	0.32	0	2.27	0	3.24	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0.104	0	0	0.157	0	1.494	10	139	"spam"
0	0.11	0.11	0	0.34	0	0	0	0.11	0.69	0.34	0.23	0.11	0	0	0	0	0.11	0.81	0	0.46	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.23	0	0.11	0	0	0	0	0	0	0.92	0	0	0.017	0.153	0	0.017	0.068	0.017	3.441	35	499	"ham"
0	0	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0	2.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093	0.186	0.559	0.279	0	2.297	12	108	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14	0	0	0	0	0	0	0	0	0	1.333	3	8	"ham"
0	0	0.29	0	0.29	0.29	0.29	0.29	0	0	0.58	0.87	0	0	0	0.87	0.58	0.29	2.61	2.61	2.9	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0	0.14	0	0.14	4.892	139	274	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	2	5	"ham"
0	0	0.97	0	0	0	0	0	0	1.94	0	0.97	0	0	0	0	0	0.97	5.82	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293	0	0	0	0	2.187	14	70	"ham"
0	0	0	0	1.56	0	0	0	0	0.31	0	0.31	0	0	0	0.31	0.62	0	2.82	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0.05	0	0	0	0	2.132	22	113	"spam"
1.23	0	0	0	0	0	0	0	0	0	0	2.46	0	0	0	0	0	0	6.17	0	2.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843	0	0	2	19	106	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81	9.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763	21.428	62	150	"spam"
0.9	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0.479	0	0	0	0	2.166	8	52	"ham"
0	0	0.48	0	0.48	0	0	0.48	0	0	0	0.96	0	0	1.93	0	0.48	0.48	2.41	0	2.41	0	3.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.48	0	0	0	0	0	0	0	0	0	0.084	0	0.084	0.761	0	5.322	46	165	"spam"
0.14	0.14	0.29	0	0	0	0	0	1.03	0.29	0.14	0.59	0	0	0	0	0	0.14	2.36	0.14	0.88	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0.205	0	0.153	0.128	0.102	2.686	73	368	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.846	17	76	"ham"
0	0	0	0	0	0	1.04	0	0	0	0	1.04	0	0	0	0	1.04	0	3.66	0	2.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0.246	0	0.615	0.061	0.061	3.318	59	146	"spam"
0.08	0.08	0.76	0	0.85	1.02	0.25	0.17	0.59	0.08	0.17	0.59	0.17	0	2.21	0.25	0.08	0.93	1.61	0.17	0.42	0	0.85	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.17	0.08	0.08	0.08	0	0	0	0.065	0	0.403	0.117	0.013	7.484	669	1407	"spam"
0	0	0	0	0	0.54	1.63	0	0	0	0.54	0.54	0	0	0	0.54	2.73	0.54	4.91	0	2.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171	0	2.592	32	70	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0.218	0.218	0	0.054	0	0	2.16	9	108	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	1.56	6.25	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754	0.188	0	5.551	119	161	"spam"
0	0	1.63	0	0	0.65	0	0	0	0	0.32	0.32	0	0	0	0.32	0	0	1.96	0.98	2.94	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0.276	0.83	0.166	3.8	33	228	"spam"
0	0	0	0	0	0	7.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297	0	0	2	8	52	"spam"
0	0.46	0.46	0	0.46	0.46	0.46	0	0	0	0.46	0.46	0	0	0	0.92	0	0.92	2.76	0	1.38	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0.46	0	0	0	0	0	0	0.298	0.223	0	2.156	13	110	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	"ham"
0.1	0.1	0.71	0	0.61	0.3	0.4	0.1	1.42	0.81	0.1	0.5	0	0	0	0.1	0	1.11	2.23	0.5	2.03	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.264	0.976	0.397	0.033	3.186	56	1042	"spam"
0	0	0.15	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56	2.26	2.11	4.07	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0.051	0	0.255	0.076	0.46	6.3	37	1216	"spam"
0	0	0	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.583	8	38	"ham"
0	0	3.03	0	0.43	0	0.86	0	0	0	0.43	0.43	0	0	0	2.16	0	1.29	3.46	0	1.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.801	0	0	4.77	41	353	"spam"
0	0	0	0	0	0	1.43	0	0	0.47	0	0.95	0.47	0	0	0	0	0	2.87	0	0.47	0	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694	0	0	7.709	164	239	"spam"
0	0	0	0	0.9	0	0.9	0	0	0.9	0.9	0	0.9	0	0	0	0	0	2.72	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.083	7	25	"spam"
0	1.63	0	0	0	0	1.63	0	0	1.63	0	0	0	0	0	0	0	0	1.63	0	3.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	2	12	"spam"
0	0	0.91	0	1.82	0.45	0	0	0	0	0	0.45	0	0	0	1.36	0	0	2.28	0	4.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0	0	0	0	2.032	12	126	"spam"
0	0	0	0	0.76	0.38	0.38	0.38	0	0	0.38	0	0	0	0	0.38	0	0	3.46	0	1.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0.117	0	0	2.061	12	101	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	"ham"
0.07	0	0.31	0	0	0	0	0	0.71	0	0	0.31	0	0	0	0	0	0	0.31	0	0.15	0	0	0	0.55	0.63	0.07	0	0	0	0	0	0.79	0	0	0	0.47	0	0	0	0	0	0	0	0	0	0	0	0.096	0.234	0.064	0	0.021	0	3.617	42	890	"ham"
0	0	0	0	1.21	0	1.21	1.21	1.21	1.21	1.21	1.21	0	0	0	0	4.87	0	2.43	1.21	4.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555	0	0	104.666	311	314	"spam"
0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0	0	0.088	0	6.718	33	215	"spam"
0.09	0	0.27	0	0.36	0.09	0	0.18	0.09	0	0	0.72	0	0.36	0	0	0	0	2	0	3.36	0	0.36	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0.015	0.047	0.031	0.237	0.031	0.031	3.758	69	530	"spam"
0.08	0.08	0.35	0	1.52	0.17	0.08	0	0.35	0.17	0	1.43	0	0.08	0	0.53	0.08	0	3.58	0	0.89	0	0.08	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0.068	0.369	0.109	0.027	4.911	119	1277	"spam"
0.4	0	0.6	0	0.2	0.6	0.2	0.6	0.2	0.2	0.2	1.2	0	0	0	0.4	1.61	0.4	2.21	1.81	2.62	0	0.2	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0	1.453	0.129	0	3.946	64	513	"spam"
0	0	0.38	0	0.38	0	0	0	0	0	0	1.15	0	0	0	0	0	0	0	0	0.38	0	0	0	0.38	0.38	0	0	1.93	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0	0	0	0	1.8	5	108	"ham"
